scan_date,代碼,股票名稱,entry_price,訊號類型,訊號分數,追蹤等級,RS加權報酬%,MA位置,MA排列,K值,D值,週K值,週D值,MACD柱,趨勢突破,量能倍數,status,source_file,days_tracked,return_3d%,return_5d%,return_10d%,max_gain_5d%,max_drawdown_5d%,max_gain_10d%,max_drawdown_10d%,is_success_5d,return_1d%,return_20d%,max_gain_20d%,max_drawdown_20d%,訊號方向,成交量(張),is_profitable_5d,is_clean_win_5d
2026-07-30,2530.TW,華建,20.65,趨勢突破,100.0,A強勢追蹤,1.9,>MA5,多頭,70.6,64.6,64.9,50.1,0.1208,趨勢突破,2.87,done,signal_tracking_20260806.csv,12.0,-6.78,-6.78,-5.57,4.12,-8.23,4.12,-8.23,0.0,-3.63,,4.12,-8.23,,,0.0,0.0
2026-07-30,2540.TW,愛山林,57.8,週黃金交叉,92.0,A強勢追蹤,2.99,>MA5,多頭,69.3,58.9,55.3,45.7,0.3661,-,-,done,signal_tracking_20260806.csv,12.0,-3.46,-5.36,-22.49,6.92,-5.36,6.92,-26.56,0.0,5.54,,6.92,-26.56,,,0.0,0.0
2026-07-30,2548.TW,華固,99.1,黃金交叉、趨勢突破,100.0,A強勢追蹤,0.31,>MA5,多頭,75.5,74.5,16.0,12.9,0.5765,趨勢突破,0.75,done,signal_tracking_20260806.csv,12.0,-1.61,-3.83,-5.75,0.61,-4.64,0.61,-6.05,0.0,-1.72,,0.61,-6.05,,,0.0,0.0
2026-07-30,2610.TW,華航,21.7,MACD翻正,61.0,C觀察,0.11,>MA5,糾結,61.2,52.3,49.8,60.4,0.0076,-,-,done,signal_tracking_20260806.csv,12.0,3.46,2.07,-7.37,5.3,0.92,5.3,-7.83,1.0,3.23,,5.3,-8.53,,,1.0,1.0
2026-07-30,2615.TW,萬海,85.0,即將黃金交叉,58.0,C觀察,1.65,>MA5,多頭,63.1,64.7,67.0,61.8,0.4421,-,-,done,signal_tracking_20260806.csv,12.0,1.29,-0.82,2.94,2.35,-1.18,4.47,-1.41,0.0,-0.35,,17.18,-1.41,,,0.0,0.0
2026-07-30,2633.TW,台灣高鐵,26.3,黃金交叉,69.0,B可追蹤,0.2,>MA5,糾結,65.7,57.0,64.9,59.5,-0.0077,-,-,done,signal_tracking_20260806.csv,12.0,-2.09,-1.9,-1.33,1.14,-2.47,1.14,-2.66,0.0,-0.95,,1.14,-2.66,,,0.0,0.0
2026-07-30,2801.TW,彰銀,24.75,黃金交叉,57.0,C觀察,1.59,>MA5,多頭,81.0,77.7,91.0,82.6,-0.0118,-,-,done,signal_tracking_20260806.csv,12.0,-0.67,-6.46,-4.85,1.5,-6.46,1.5,-7.07,0.0,-0.67,,1.5,-7.07,,,0.0,0.0
2026-07-30,2845.TW,遠東銀,13.4,黃金交叉,64.0,C觀察,0.93,>MA5,多頭,53.7,50.0,83.1,73.8,-0.0278,-,-,done,signal_tracking_20260806.csv,12.0,-0.75,-1.87,-1.49,1.87,-1.87,1.87,-2.24,0.0,0.75,,1.87,-2.24,,,0.0,0.0
2026-07-30,2849.TW,安泰銀,15.35,黃金交叉、週黃金交叉、MACD翻正,100.0,A強勢追蹤,2.42,>MA5,糾結,68.3,60.3,87.6,86.6,0.0163,-,-,done,signal_tracking_20260806.csv,12.0,-4.56,-6.19,-5.86,0.65,-6.51,0.65,-6.84,0.0,0.33,,0.65,-8.47,,,0.0,0.0
2026-07-30,2867.TW,三商壽,9.37,即將黃金交叉,60.0,C觀察,2.82,>MA5,多頭,64.0,66.9,84.2,78.0,0.0121,-,-,done,signal_tracking_20260806.csv,12.0,4.16,4.27,2.67,7.26,2.99,7.26,-0.32,1.0,5.66,,7.26,-0.32,,,1.0,1.0
2026-07-30,2880.TW,華南金,41.8,即將黃金交叉,60.0,C觀察,2.98,>MA5,多頭,83.7,85.8,89.9,80.3,0.069,-,-,done,signal_tracking_20260806.csv,12.0,2.44,4.34,-6.46,6.94,-0.52,6.94,-8.37,1.0,3.51,,6.94,-9.09,,,1.0,1.0
2026-07-30,2884.TW,玉山金,36.5,黃金交叉,82.0,A強勢追蹤,2.38,>MA5,多頭,69.6,68.9,77.5,68.6,0.0868,-,-,done,signal_tracking_20260806.csv,12.0,4.11,3.97,2.19,7.12,2.88,7.12,-0.55,1.0,5.89,,7.12,-0.55,,,1.0,1.0
2026-07-30,2889.TW,國票金,15.65,黃金交叉,74.0,B可追蹤,1.16,>MA5,糾結,47.3,44.6,72.3,67.0,-0.0437,-,-,done,signal_tracking_20260806.csv,12.0,-1.6,-2.24,-0.64,0.96,-2.88,0.96,-3.19,0.0,-0.32,,0.96,-3.19,,,0.0,0.0
2026-07-30,2892.TW,第一金,35.45,MACD翻正,71.0,B可追蹤,2.78,>MA5,多頭,84.4,80.8,92.4,84.0,0.0094,-,-,done,signal_tracking_20260806.csv,12.0,-0.42,0.14,-6.49,4.09,-0.85,4.09,-8.46,0.0,3.67,,4.09,-8.46,,,1.0,0.0
2026-07-30,2903.TW,遠百,22.35,趨勢突破,89.0,A強勢追蹤,0.73,>MA5,糾結,63.7,61.5,29.9,35.7,0.0306,趨勢突破,1.82,done,signal_tracking_20260806.csv,12.0,-1.12,-2.24,-2.68,1.57,-2.24,1.57,-3.58,0.0,-0.89,,1.57,-3.58,,,0.0,0.0
2026-07-30,2912.TW,統一超,241.0,黃金交叉,59.0,C觀察,1.7,>MA5,糾結,47.6,46.5,72.8,64.9,-0.7201,-,-,done,signal_tracking_20260806.csv,12.0,-8.09,-8.71,-9.96,-4.36,-9.54,-4.36,-10.37,0.0,-7.05,,-4.36,-12.03,,,0.0,0.0
2026-07-30,3231.TW,緯創,169.5,週即將黃金交叉,71.0,B可追蹤,2.12,MA5~10,多頭,73.1,70.4,43.3,43.4,2.9951,-,-,done,signal_tracking_20260806.csv,12.0,15.04,11.8,16.22,19.47,-2.36,19.47,-2.36,1.0,3.83,,21.53,-2.36,,,1.0,1.0
2026-07-30,3260.TWO,威剛,394.0,週即將黃金交叉、MACD翻正,71.0,B可追蹤,0.61,>MA5,糾結,65.5,55.9,31.1,31.1,0.6067,-,-,done,signal_tracking_20260806.csv,12.0,1.14,6.85,3.81,8.25,-2.41,10.91,-2.41,1.0,1.14,,10.91,-2.41,,,1.0,1.0
2026-07-30,3543.TW,州巧,30.05,漲幅達標、週黃金交叉、MACD翻正,64.0,C觀察,2.9,>MA5,空頭,41.4,22.5,19.3,15.4,0.0151,-,-,done,signal_tracking_20260806.csv,12.0,9.32,21.8,33.44,21.8,0.83,38.6,0.83,1.0,9.98,,46.76,0.83,,,1.0,1.0
2026-07-30,4904.TW,遠傳,106.5,週黃金交叉,68.0,B可追蹤,1.43,>MA5,多頭,80.2,76.9,58.8,56.7,0.8373,-,-,done,signal_tracking_20260806.csv,12.0,-5.16,-4.23,-6.57,-0.47,-6.2,-0.47,-6.95,0.0,-1.41,,-0.47,-7.89,,,0.0,0.0
2026-07-30,4976.TW,佳凌,37.7,漲幅達標、MACD翻正、趨勢突破,100.0,A強勢追蹤,4.62,>MA5,糾結,56.5,32.2,39.9,48.6,0.031,趨勢突破,3.93,done,signal_tracking_20260806.csv,12.0,-1.06,-1.46,-1.72,4.51,-7.43,4.51,-7.43,0.0,-1.06,,8.22,-7.43,,,0.0,0.0
2026-07-30,5490.TWO,同亨,33.15,週黃金交叉,88.0,A強勢追蹤,2.7,>MA5,多頭,67.1,64.3,61.2,56.6,0.2506,-,-,done,signal_tracking_20260806.csv,12.0,0.9,0.6,-7.54,9.65,-6.18,9.65,-9.35,0.0,-0.3,,9.65,-9.35,,,1.0,0.0
2026-07-30,5531.TW,鄉林,7.9,週即將黃金交叉、MACD翻正、趨勢突破,100.0,A強勢追蹤,0.47,>MA5,空頭,49.8,39.9,24.1,26.5,0.0029,趨勢突破,2.98,done,signal_tracking_20260806.csv,12.0,-1.52,-2.91,-5.7,1.01,-3.29,1.01,-7.34,0.0,-0.51,,1.01,-7.34,,,0.0,0.0
2026-07-30,5904.TWO,寶雅,72.0,週即將黃金交叉、MACD翻正,82.0,A強勢追蹤,4.19,>MA5,糾結,66.8,50.8,65.8,68.5,0.1748,-,-,done,signal_tracking_20260806.csv,12.0,0.0,0.0,13.61,0.0,0.0,28.19,0.0,0.0,0.0,,28.19,0.0,,,0.0,0.0
2026-07-30,6603.TWO,富強鑫,26.2,MACD翻正、趨勢突破,100.0,A強勢追蹤,2.52,>MA5,糾結,75.5,59.0,62.0,53.4,0.0633,趨勢突破,2.85,done,signal_tracking_20260806.csv,12.0,-0.95,-1.72,10.11,3.82,-3.82,12.21,-4.58,0.0,-0.19,,16.41,-4.58,,,0.0,0.0
2026-07-30,6620.TWO,漢達,96.3,漲幅達標、跳空、週黃金交叉,62.0,C觀察,2.55,>MA5,糾結,58.8,39.8,60.0,58.6,-0.3748,-,-,done,signal_tracking_20260806.csv,12.0,-8.83,-10.8,-16.1,3.43,-13.5,3.43,-23.16,0.0,-8.72,,3.43,-23.16,,,0.0,0.0
2026-07-30,6919.TW,康霈*,103.0,黃金交叉、週即將黃金交叉,59.0,C觀察,2.08,>MA5,空頭,28.9,25.6,45.0,45.1,-0.6297,-,-,done,signal_tracking_20260806.csv,12.0,4.85,4.37,0.97,7.77,-0.97,9.71,-0.97,1.0,0.0,,9.71,-0.97,,,1.0,1.0
2026-07-30,8050.TWO,廣積,60.8,黃金交叉、週黃金交叉,93.0,A強勢追蹤,3.12,>MA5,多頭,59.6,57.1,61.5,60.4,-0.0544,-,-,done,signal_tracking_20260806.csv,12.0,-2.96,3.78,-3.62,10.86,-13.65,14.14,-13.65,0.0,-10.2,,14.14,-13.65,,,1.0,0.0
2026-07-30,8114.TW,振樺電,209.5,週即將黃金交叉,55.0,C觀察,2.17,MA5~10,多頭,54.1,57.0,34.0,34.3,2.3451,-,-,done,signal_tracking_20260806.csv,12.0,6.92,7.64,2.39,12.89,-7.88,12.89,-7.88,0.0,-6.68,,12.89,-7.88,,,1.0,0.0
2026-07-30,8271.TW,宇瞻,222.5,漲幅達標、週黃金交叉、趨勢突破,100.0,A強勢追蹤,7.11,>MA5,多頭,81.0,74.7,40.2,35.9,4.8673,趨勢突破,2.67,done,signal_tracking_20260806.csv,12.0,0.67,11.01,3.15,12.13,-4.27,12.13,-4.27,1.0,0.22,,12.13,-4.27,,,1.0,1.0
2026-07-30,8421.TWO,旭源,15.55,跳空、黃金交叉,64.0,C觀察,4.44,>MA5,糾結,45.4,36.6,50.7,45.1,-0.0868,-,-,done,signal_tracking_20260806.csv,12.0,-8.93,-10.17,-11.9,4.18,-12.97,4.18,-13.83,0.0,-1.61,,4.18,-16.72,,,0.0,0.0
2026-07-30,9907.TW,統一實,15.35,週黃金交叉,70.0,B可追蹤,0.53,>MA5,糾結,68.4,57.3,16.9,16.0,0.0564,-,-,done,signal_tracking_20260806.csv,12.0,-3.91,-6.19,-2.28,0.98,-6.51,0.98,-6.51,0.0,-2.28,,0.98,-6.51,,,0.0,0.0
2026-07-30,9917.TW,中保科,111.0,趨勢突破,89.0,A強勢追蹤,1.78,>MA5,多頭,78.3,71.1,28.7,31.8,0.6823,趨勢突破,2.57,done,signal_tracking_20260806.csv,12.0,-2.25,-2.7,-3.15,1.35,-3.15,1.35,-3.6,0.0,-1.8,,1.35,-3.6,,,0.0,0.0
2026-07-30,9939.TW,宏全,130.0,週即將黃金交叉,66.0,B可追蹤,0.13,>MA5,多頭,59.9,66.5,63.5,64.6,0.3505,-,-,done,signal_tracking_20260806.csv,12.0,0.77,9.62,3.85,11.15,-2.31,11.92,-2.31,1.0,-1.54,,11.92,-2.31,,,1.0,1.0
2026-07-30,9940.TW,信義,20.8,黃金交叉,71.0,B可追蹤,2.11,>MA5,多頭,76.8,70.0,70.1,57.9,0.057,-,-,done,signal_tracking_20260806.csv,12.0,-1.92,-2.16,1.68,0.96,-2.88,5.05,-2.88,0.0,-1.68,,5.05,-2.88,,,0.0,0.0
2026-07-30,9945.TW,潤泰新,26.8,黃金交叉、趨勢突破,99.0,A強勢追蹤,0.56,>MA5,糾結,53.1,49.3,69.3,65.3,-0.0201,趨勢突破,1.62,done,signal_tracking_20260806.csv,12.0,-0.37,-1.68,1.12,2.61,-2.24,2.61,-2.24,0.0,0.93,,15.11,-2.24,,,0.0,0.0
2026-07-31,1476.TW,儒鴻,352.0,趨勢突破,100.0,A強勢追蹤,3.61,>MA5,多頭,65.6,57.7,52.6,43.5,1.4149,趨勢突破,3.48,done,signal_tracking_20260806.csv,11.0,0.85,-1.42,-8.52,4.55,-3.12,4.55,-9.23,0.0,-1.56,,4.55,-10.37,,,0.0,0.0
2026-07-31,1477.TW,聚陽,219.5,MACD翻正,57.0,C觀察,0.21,>MA5,糾結,60.2,47.2,38.9,43.7,0.1693,-,-,done,signal_tracking_20260806.csv,11.0,2.51,2.05,-0.68,4.56,-3.19,4.56,-3.19,0.0,-0.46,,4.56,-7.52,,,1.0,0.0
2026-07-31,1519.TW,華城,705.0,跳空、黃金交叉、週即將黃金交叉、趨勢突破,96.0,A強勢追蹤,-1.36,>MA5,空頭,52.7,48.7,14.0,16.1,2.826,趨勢突破,1.36,done,signal_tracking_20260806.csv,11.0,-5.96,-7.38,0.71,-2.98,-11.03,4.4,-11.03,0.0,-9.35,,4.4,-11.03,,,0.0,0.0
2026-07-31,1712.TW,興農,39.75,黃金交叉、MACD翻正,78.0,A強勢追蹤,0.34,>MA5,空頭,50.1,44.0,43.7,33.6,0.0169,-,-,done,signal_tracking_20260806.csv,11.0,-2.89,-2.01,-2.14,-1.13,-3.14,-0.38,-3.14,0.0,-2.01,,-0.38,-3.14,,,0.0,0.0
2026-07-31,1808.TW,潤隆,33.0,黃金交叉,100.0,A強勢追蹤,2.66,>MA5,多頭,66.5,65.2,73.5,64.3,0.0829,-,-,done,signal_tracking_20260806.csv,11.0,-1.82,0.15,-1.06,0.45,-4.09,1.52,-4.09,0.0,0.3,,1.52,-4.09,,,1.0,0.0
2026-07-31,1907.TW,永豐餘,29.05,MACD翻正,71.0,B可追蹤,1.9,>MA5,多頭,64.7,53.1,78.4,71.6,0.0103,-,-,done,signal_tracking_20260806.csv,11.0,2.41,6.2,-0.34,7.23,-1.89,7.75,-2.75,1.0,0.34,,7.75,-2.75,,,1.0,1.0
2026-07-31,1909.TW,榮成,10.05,黃金交叉、趨勢突破,77.0,A強勢追蹤,1.09,>MA5,空頭,33.9,32.7,57.1,58.4,-0.0559,趨勢突破,0.86,done,signal_tracking_20260806.csv,11.0,-0.6,-0.5,5.47,1.49,-2.99,7.96,-2.99,0.0,0.0,,14.43,-2.99,,,0.0,0.0
2026-07-31,2002.TW,中鋼,18.95,週黃金交叉,63.0,C觀察,0.22,MA5~10,多頭,55.7,60.6,32.2,30.1,0.0394,-,-,done,signal_tracking_20260806.csv,11.0,-0.26,0.53,0.26,1.32,-1.58,5.01,-1.58,0.0,-0.53,,5.01,-1.58,,,1.0,0.0
2026-07-31,2010.TW,春源,21.15,黃金交叉,76.0,A強勢追蹤,0.01,>MA5,糾結,50.5,47.3,15.5,25.1,0.0808,-,-,done,signal_tracking_20260806.csv,11.0,-0.24,8.51,5.67,9.93,-1.42,10.64,-1.42,1.0,-0.24,,10.64,-1.42,,,1.0,1.0
2026-07-31,2027.TW,大成鋼,43.7,即將黃金交叉、週黃金交叉,87.0,A強勢追蹤,0.79,>MA5,多頭,64.8,67.8,61.9,57.7,0.2757,-,-,done,signal_tracking_20260806.csv,11.0,1.49,6.64,8.92,7.44,-3.32,17.85,-3.32,1.0,1.72,,17.85,-3.32,,,1.0,1.0
2026-07-31,2206.TW,三陽工業,64.7,週即將黃金交叉,60.0,C觀察,2.66,>MA5,糾結,69.2,56.7,78.6,79.8,-0.0015,-,-,done,signal_tracking_20260806.csv,11.0,-6.18,-4.17,-5.87,0.31,-7.57,0.31,-7.57,0.0,-1.08,,0.31,-7.57,,,0.0,0.0
2026-07-31,2317.TW,鴻海,250.5,漲幅達標、跳空、即將黃金交叉、MACD翻正、趨勢突破,90.0,A強勢追蹤,0.84,>MA5,糾結,46.9,48.8,24.8,31.5,0.5653,趨勢突破,1.74,done,signal_tracking_20260806.csv,11.0,3.19,3.79,3.59,6.59,-3.19,9.58,-3.19,1.0,1.0,,9.58,-3.19,,,1.0,1.0
2026-07-31,2324.TW,仁寶,36.0,跳空、即將黃金交叉、趨勢突破,67.0,B可追蹤,0.08,>MA5,空頭,44.3,46.7,32.8,40.6,-0.1195,趨勢突破,1.38,done,signal_tracking_20260806.csv,11.0,2.64,1.53,20.0,5.28,-4.03,20.0,-4.03,0.0,0.97,,24.86,-4.03,,,1.0,0.0
2026-07-31,2330.TW,台積電,2425.0,漲幅達標、跳空、黃金交叉,58.0,C觀察,0.36,>MA5,空頭,42.6,32.9,58.1,62.0,-12.9503,-,-,done,signal_tracking_20260806.csv,11.0,-0.82,-2.27,-1.24,-0.41,-4.74,0.82,-4.74,0.0,-2.27,,0.82,-4.74,,,0.0,0.0
2026-07-31,2347.TW,聯強,93.7,漲幅達標、跳空、黃金交叉、週即將黃金交叉、MACD翻正,94.0,A強勢追蹤,1.39,>MA5,糾結,64.5,58.6,58.1,59.2,0.3817,-,-,done,signal_tracking_20260806.csv,11.0,3.63,-0.32,-2.99,4.91,-4.48,4.91,-4.59,0.0,-2.13,,4.91,-6.51,,,0.0,0.0
2026-07-31,2354.TW,鴻準,56.5,跳空、黃金交叉、週即將黃金交叉、趨勢突破,100.0,A強勢追蹤,0.44,>MA5,空頭,53.2,49.0,28.7,31.1,-0.0395,趨勢突破,1.49,done,signal_tracking_20260806.csv,11.0,-1.77,9.38,10.62,14.69,-2.3,15.4,-2.3,1.0,-0.18,,15.4,-2.3,,,1.0,1.0
2026-07-31,2356.TW,英業達,61.8,漲幅達標、跳空、黃金交叉、趨勢突破,75.0,A強勢追蹤,-2.09,>MA5,空頭,42.7,41.2,30.1,42.9,-0.2183,趨勢突破,0.82,done,signal_tracking_20260806.csv,11.0,6.31,3.56,13.11,9.22,-3.56,18.93,-3.56,1.0,3.4,,18.93,-3.56,,,1.0,1.0
2026-07-31,2357.TW,華碩,810.0,漲幅達標、跳空、黃金交叉、週即將黃金交叉、趨勢突破,100.0,A強勢追蹤,5.03,>MA5,多頭,78.3,75.0,41.0,41.7,8.4948,趨勢突破,2.15,done,signal_tracking_20260806.csv,11.0,3.46,0.86,22.96,6.05,-3.58,26.54,-3.58,0.0,-1.36,,26.54,-3.58,,,1.0,0.0
2026-07-31,2385.TW,群光,104.5,黃金交叉、趨勢突破,66.0,B可追蹤,-0.75,>MA5,空頭,45.8,44.6,13.3,20.6,0.7021,趨勢突破,1.16,done,signal_tracking_20260806.csv,11.0,-0.48,-2.87,2.87,2.39,-3.35,3.35,-3.35,0.0,1.44,,3.35,-3.35,,,0.0,0.0
2026-07-31,2412.TW,中華電,140.5,週即將黃金交叉,56.0,C觀察,0.23,>MA5,多頭,75.8,76.3,48.2,49.7,0.5036,-,-,done,signal_tracking_20260806.csv,11.0,-2.49,-2.14,-3.91,-0.36,-3.2,-0.36,-3.91,0.0,-1.07,,-0.36,-3.91,,,0.0,0.0
2026-07-31,2421.TW,建準,131.0,漲幅達標、跳空、黃金交叉、趨勢突破,64.0,C觀察,-2.14,>MA5,空頭,46.1,40.4,18.6,23.8,-0.2575,趨勢突破,1.21,done,signal_tracking_20260806.csv,11.0,7.25,15.65,11.45,18.7,0.0,20.23,0.0,1.0,4.2,,20.23,0.0,,,1.0,1.0
2026-07-31,2425.TW,承啟,46.95,漲幅達標、黃金交叉,80.0,A強勢追蹤,2.4,>MA5,多頭,61.0,56.6,80.4,74.5,-0.0516,-,-,done,signal_tracking_20260806.csv,11.0,4.58,12.67,-12.46,12.67,-1.17,12.67,-12.67,1.0,2.88,,12.67,-18.96,,,1.0,1.0
2026-07-31,2451.TW,創見,293.0,漲幅達標、週黃金交叉,69.0,B可追蹤,5.15,>MA5,多頭,85.5,75.4,29.6,29.6,6.7971,-,-,done,signal_tracking_20260806.csv,11.0,-3.58,1.37,-0.17,2.73,-7.51,4.44,-7.51,0.0,-4.1,,4.44,-7.51,,,1.0,0.0
2026-07-31,2480.TW,敦陽科,166.0,跳空、週黃金交叉、MACD翻正,89.0,A強勢追蹤,1.52,>MA5,糾結,60.7,45.9,75.8,71.4,0.0804,-,-,done,signal_tracking_20260806.csv,11.0,-7.83,-5.72,-4.52,-1.51,-10.54,-1.51,-10.54,0.0,-8.13,,-1.51,-10.54,,,0.0,0.0
2026-07-31,2504.TW,國產,31.85,黃金交叉、週即將黃金交叉、趨勢突破,100.0,A強勢追蹤,-0.59,>MA5,糾結,59.6,54.0,19.6,19.8,0.1464,趨勢突破,1.0,done,signal_tracking_20260806.csv,11.0,-4.71,-3.45,-4.4,-0.63,-5.34,-0.63,-5.34,0.0,-1.1,,-0.63,-5.34,,,0.0,0.0
2026-07-31,2511.TW,太子,8.6,黃金交叉,59.0,C觀察,1.13,>MA5,空頭,49.7,41.5,82.9,76.6,-0.0284,-,-,done,signal_tracking_20260806.csv,11.0,-3.14,-2.91,-4.07,-0.23,-4.42,-0.23,-4.65,0.0,-1.16,,-0.23,-4.65,,,0.0,0.0
2026-07-31,2520.TW,冠德,35.1,黃金交叉,70.0,B可追蹤,0.48,>MA5,糾結,41.1,40.7,71.2,69.7,-0.1788,-,-,done,signal_tracking_20260806.csv,11.0,-2.28,-1.14,-0.71,-0.71,-3.42,1.14,-5.13,0.0,-1.14,,2.42,-5.13,,,0.0,0.0
2026-07-31,2540.TW,愛山林,58.9,週黃金交叉,92.0,A強勢追蹤,3.9,>MA5,多頭,74.8,64.1,56.6,46.4,0.5296,-,-,done,signal_tracking_20260806.csv,11.0,-1.87,-6.79,-22.75,3.4,-8.15,3.4,-27.93,0.0,1.87,,3.4,-27.93,,,0.0,0.0
2026-07-31,2542.TW,興富發,44.0,黃金交叉,69.0,B可追蹤,0.33,>MA5,糾結,56.2,54.9,50.7,57.7,-0.0227,-,-,done,signal_tracking_20260806.csv,11.0,0.11,0.68,5.0,1.36,-1.25,6.02,-1.25,0.0,-0.34,,6.7,-1.25,,,1.0,0.0
2026-07-31,2548.TW,華固,99.1,黃金交叉、趨勢突破,100.0,A強勢追蹤,0.31,>MA5,多頭,75.5,74.5,16.0,12.9,0.5747,趨勢突破,0.74,done,signal_tracking_20260806.csv,11.0,-2.62,-4.74,-5.85,0.2,-5.05,0.2,-6.05,0.0,-0.71,,0.2,-6.05,,,0.0,0.0
2026-07-31,2603.TW,長榮,201.0,週黃金交叉,58.0,C觀察,1.4,MA10~20,多頭,50.0,60.5,32.1,31.9,0.9591,-,-,done,signal_tracking_20260806.csv,11.0,1.99,3.23,8.96,3.48,0.5,9.45,0.5,0.0,3.23,,15.42,0.5,,,1.0,0.0
2026-07-31,2610.TW,華航,22.4,跳空、MACD翻正,72.0,B可追蹤,1.59,>MA5,糾結,70.4,57.5,53.0,57.9,0.0585,-,-,done,signal_tracking_20260806.csv,11.0,0.89,0.45,-11.16,2.01,-2.23,2.01,-11.38,0.0,0.22,,2.01,-11.38,,,1.0,0.0
2026-07-31,2614.TW,東森,18.15,黃金交叉、週即將黃金交叉、MACD翻正,77.0,A強勢追蹤,-0.16,>MA5,空頭,48.9,45.5,15.9,18.0,0.0021,-,-,done,signal_tracking_20260806.csv,11.0,-1.1,-0.55,-0.55,1.38,-1.65,1.38,-1.65,0.0,0.28,,1.38,-1.65,,,0.0,0.0
2026-07-31,2615.TW,萬海,84.4,即將黃金交叉,56.0,C觀察,1.5,MA5~10,多頭,61.0,63.2,64.7,58.3,0.3581,-,-,done,signal_tracking_20260806.csv,11.0,1.18,0.59,7.35,2.84,-0.71,8.29,-0.71,0.0,2.01,,18.01,-0.71,,,1.0,0.0
2026-07-31,2618.TW,長榮航,43.3,跳空、黃金交叉、週即將黃金交叉、趨勢突破,100.0,A強勢追蹤,1.16,>MA5,多頭,60.7,53.2,67.8,69.3,-0.0224,趨勢突破,1.37,done,signal_tracking_20260806.csv,11.0,1.15,2.54,-7.85,3.0,-3.0,3.0,-9.47,0.0,0.92,,3.0,-9.47,,,1.0,0.0
2026-07-31,2633.TW,台灣高鐵,26.3,黃金交叉,69.0,B可追蹤,0.12,>MA5,糾結,65.7,57.0,65.4,62.0,-0.0068,-,-,done,signal_tracking_20260806.csv,11.0,-1.52,-1.9,-1.52,-0.57,-2.47,-0.57,-2.66,0.0,-1.52,,-0.38,-2.66,,,0.0,0.0
2026-07-31,2646.TW,星宇航空,21.65,跳空,65.0,B可追蹤,1.04,>MA5,多頭,50.7,49.7,59.3,53.7,0.0046,-,-,done,signal_tracking_20260806.csv,11.0,-1.62,-1.62,-5.77,0.23,-3.23,0.23,-6.7,0.0,-1.39,,0.23,-6.7,,,0.0,0.0
2026-07-31,2801.TW,彰銀,24.8,黃金交叉,72.0,B可追蹤,1.24,>MA5,多頭,82.3,78.2,91.6,84.4,-0.0085,-,-,done,signal_tracking_20260806.csv,11.0,-4.64,-6.65,-5.04,1.3,-7.26,1.3,-7.26,0.0,-0.08,,1.3,-7.26,,,0.0,0.0
2026-07-31,2834.TW,臺企銀,18.2,跳空、即將黃金交叉,56.0,C觀察,0.73,>MA5,多頭,73.3,74.7,89.3,86.3,-0.0292,-,-,done,signal_tracking_20260806.csv,11.0,-7.97,-9.34,-10.44,-5.77,-9.89,-5.77,-10.71,0.0,-6.54,,-5.77,-10.71,,,0.0,0.0
2026-07-31,2845.TW,遠東銀,13.45,黃金交叉,84.0,A強勢追蹤,1.08,>MA5,多頭,57.8,51.4,84.2,74.8,-0.0254,-,-,done,signal_tracking_20260806.csv,11.0,-1.12,-1.86,-1.86,0.37,-2.23,0.37,-2.6,0.0,-0.74,,1.12,-2.6,,,0.0,0.0
2026-07-31,2850.TW,新產,161.0,週黃金交叉,76.0,A強勢追蹤,4.57,>MA5,多頭,75.5,69.5,72.2,69.5,1.2242,-,-,done,signal_tracking_20260806.csv,11.0,-2.17,1.24,-1.24,3.11,-4.97,3.11,-4.97,0.0,2.48,,3.11,-4.97,,,1.0,0.0
2026-07-31,2852.TW,第一保,27.0,週即將黃金交叉、MACD翻正、趨勢突破,100.0,A強勢追蹤,0.53,>MA5,糾結,77.1,69.6,41.8,42.1,0.0198,趨勢突破,3.54,done,signal_tracking_20260806.csv,11.0,-1.48,-0.56,-0.19,0.56,-1.85,0.56,-1.85,0.0,0.0,,1.48,-1.85,,,0.0,0.0
2026-07-31,2867.TW,三商壽,9.58,黃金交叉,100.0,A強勢追蹤,3.94,>MA5,多頭,70.6,68.4,87.2,81.1,0.021,-,-,done,signal_tracking_20260806.csv,11.0,1.98,2.4,1.77,4.38,0.73,4.38,-2.51,0.0,2.51,,4.38,-2.51,,,1.0,0.0
2026-07-31,2880.TW,華南金,42.65,黃金交叉,82.0,A強勢追蹤,3.78,>MA5,多頭,89.3,87.3,91.8,80.7,0.1106,-,-,done,signal_tracking_20260806.csv,11.0,1.68,3.07,-8.68,3.54,-2.5,4.12,-10.9,0.0,-0.06,,4.12,-10.9,,,1.0,0.0
2026-07-31,2881.TW,富邦金,130.0,跳空、黃金交叉、趨勢突破,100.0,A強勢追蹤,2.1,>MA5,多頭,61.4,57.0,69.9,73.3,-0.2723,趨勢突破,1.53,done,signal_tracking_20260806.csv,11.0,-0.38,-2.31,-0.38,1.92,-3.85,1.92,-3.85,0.0,-0.38,,1.92,-5.0,,,0.0,0.0
2026-07-31,2882.TW,國泰金,101.5,跳空、黃金交叉、MACD翻正、趨勢突破,100.0,A強勢追蹤,2.61,>MA5,多頭,57.3,49.9,52.6,60.6,0.1371,趨勢突破,1.88,done,signal_tracking_20260806.csv,11.0,-0.99,-2.07,0.0,0.49,-3.94,0.99,-3.94,0.0,-0.99,,0.99,-4.14,,,0.0,0.0
